lane,genre,topic_id,mean_creator_share,n_creators,raw_n,raw_pooled_share,label,political
centrist_heterodox,streams,191,0.2,2,44.0,0.1301775147928994,Political Commentary and Interviews,True
centrist_heterodox,streams,0,0.09621212121212121,2,31.0,0.09171597633136094,Iran War and Strait of Hormuz Tensions,True
centrist_heterodox,streams,132,0.04278309409888357,2,12.0,0.03550295857988166,Political Podcasts and Commentary,True
centrist_heterodox,streams,51,0.02711323763955343,2,7.0,0.020710059171597635,Minneapolis political unrest and federal response,True
centrist_heterodox,streams,74,0.02711323763955343,2,7.0,0.020710059171597635,2026 US Primary Elections,True
centrist_heterodox,streams,42,0.020215311004784686,2,6.0,0.01775147928994083,War and Military Analysis,True
centrist_heterodox,streams,14,0.019896331738437002,2,8.0,0.023668639053254437,Pete Hegseth and Iran War,True
centrist_heterodox,streams,3,0.018022328548644335,2,5.0,0.014792899408284023,ICE Protests and Shootings,True
centrist_heterodox,streams,43,0.015510366826156299,2,6.0,0.01775147928994083,Trump slush fund scandal,True
centrist_heterodox,streams,159,0.013476874003189792,2,4.0,0.011834319526627219,No Kings Protests Movement,True
centrist_heterodox,streams,8,0.013317384370015948,2,5.0,0.014792899408284023,Epstein Files Political Connections,True
centrist_heterodox,streams,5,0.013157894736842105,2,6.0,0.01775147928994083,Trump Supreme Court Legal Issues,True
centrist_heterodox,streams,17,0.013157894736842105,2,6.0,0.01775147928994083,2026 Midterm Election Predictions,True
centrist_heterodox,streams,46,0.013157894736842105,2,6.0,0.01775147928994083,MAGA Movement Decline,True
centrist_heterodox,streams,67,0.013157894736842105,2,6.0,0.01775147928994083,Trump's Economic Impact,True
centrist_heterodox,streams,108,0.013157894736842105,2,6.0,0.01775147928994083,Trump Reflecting Pool Scandal,True
centrist_heterodox,streams,85,0.011283891547049441,2,3.0,0.008875739644970414,Political Media and Trump Controversies,True
centrist_heterodox,streams,19,0.011124401913875598,2,4.0,0.011834319526627219,America's 250th Anniversary and Founding History,True
centrist_heterodox,streams,27,0.011124401913875598,2,4.0,0.011834319526627219,Trump and Greenland politics,True
centrist_heterodox,streams,35,0.011124401913875598,2,4.0,0.011834319526627219,Lindsey Graham's Funeral and Legacy,True
centrist_heterodox,streams,59,0.011124401913875598,2,4.0,0.011834319526627219,Iran Conflict and Political Updates,True
centrist_heterodox,streams,153,0.011124401913875598,2,4.0,0.011834319526627219,Members Only Show,True
centrist_heterodox,streams,24,0.010964912280701754,2,5.0,0.014792899408284023,Trump Meltdowns and Collapses,True
centrist_heterodox,streams,44,0.010964912280701754,2,5.0,0.014792899408284023,Trump State of the Union Address,True
centrist_heterodox,streams,60,0.010964912280701754,2,5.0,0.014792899408284023,Trump's War and Draft,True
centrist_heterodox,streams,62,0.010964912280701754,2,5.0,0.014792899408284023,Trump Resignation and Leaks,True
centrist_heterodox,streams,176,0.010964912280701754,2,5.0,0.014792899408284023,Trump inflation crisis,True
centrist_heterodox,streams,182,0.010964912280701754,2,5.0,0.014792899408284023,MAGA backlash over Iran war,True
centrist_heterodox,streams,202,0.00909090909090909,2,2.0,0.005917159763313609,Save American Democracy,True
centrist_heterodox,streams,222,0.00909090909090909,2,2.0,0.005917159763313609,Political Podcasts and Influencers,True
centrist_heterodox,streams,127,0.008931419457735247,2,3.0,0.008875739644970414,Melania Trump Conspiracy Theories,True
centrist_heterodox,streams,66,0.008771929824561403,2,4.0,0.011834319526627219,Todd Blanche Attorney General Confirmation,True
centrist_heterodox,streams,30,0.006738437001594896,2,2.0,0.005917159763313609,Pam Bondi and Epstein Files Scandal,True
centrist_heterodox,streams,156,0.006738437001594896,2,2.0,0.005917159763313609,Kamala Harris 2028 Election Speculation,True
centrist_heterodox,streams,232,0.006738437001594896,2,2.0,0.005917159763313609,Political Conferences and Festivals 2026,True
centrist_heterodox,streams,26,0.006578947368421052,2,3.0,0.008875739644970414,White House Correspondents Dinner Shooting,True
centrist_heterodox,streams,39,0.006578947368421052,2,3.0,0.008875739644970414,Trump and Rising Energy Prices,True
centrist_heterodox,streams,91,0.006578947368421052,2,3.0,0.008875739644970414,Trump and NATO Relations,True
centrist_heterodox,streams,96,0.006578947368421052,2,3.0,0.008875739644970414,Supreme Court and Trump Tariffs,True
centrist_heterodox,streams,167,0.006578947368421052,2,3.0,0.008875739644970414,Stephen Miller and Trump Scandal,True
centrist_heterodox,streams,199,0.006578947368421052,2,3.0,0.008875739644970414,Iran War and Energy Market Impact,True
centrist_heterodox,streams,235,0.006578947368421052,2,3.0,0.008875739644970414,Kennedy Center and Trump Name Removal,True
centrist_heterodox,streams,16,0.004545454545454545,2,1.0,0.0029585798816568047,California Election Fraud Scandal,True
centrist_heterodox,streams,69,0.004545454545454545,2,1.0,0.0029585798816568047,Virginia redistricting and gerrymandering,True
centrist_heterodox,streams,82,0.004545454545454545,2,1.0,0.0029585798816568047,Wildfires and Firefighters Response,False
centrist_heterodox,streams,87,0.004545454545454545,2,1.0,0.0029585798816568047,California fraud investigation,True
centrist_heterodox,streams,99,0.004545454545454545,2,1.0,0.0029585798816568047,Abortion and Pregnancy Policies,True
centrist_heterodox,streams,100,0.004545454545454545,2,1.0,0.0029585798816568047,Media and Journalism Critique,True
centrist_heterodox,streams,135,0.004545454545454545,2,1.0,0.0029585798816568047,Political War Room and Figures,True
centrist_heterodox,streams,147,0.004545454545454545,2,1.0,0.0029585798816568047,SPLC Indictment and Hate Groups,True
centrist_heterodox,streams,154,0.004545454545454545,2,1.0,0.0029585798816568047,Anti-Trump Protests and Riots,True
centrist_heterodox,streams,231,0.004545454545454545,2,1.0,0.0029585798816568047,College Sports and NIL Controversies,False
centrist_heterodox,streams,233,0.004545454545454545,2,1.0,0.0029585798816568047,MMA and Combat Sports,False
centrist_heterodox,streams,4,0.0043859649122807015,2,2.0,0.005917159763313609,Ukraine-Russia War and Political Figures,True
centrist_heterodox,streams,22,0.0043859649122807015,2,2.0,0.005917159763313609,Christian Nationalism and Politics,True
centrist_heterodox,streams,25,0.0043859649122807015,2,2.0,0.005917159763313609,Immigration and Deportation Policies,True
centrist_heterodox,streams,34,0.0043859649122807015,2,2.0,0.005917159763313609,Fox News and Trump on Air Conflicts,True
centrist_heterodox,streams,40,0.0043859649122807015,2,2.0,0.005917159763313609,Trump's speeches and events,True
centrist_heterodox,streams,50,0.0043859649122807015,2,2.0,0.005917159763313609,Texas Senate race and political figures,True
centrist_heterodox,streams,53,0.0043859649122807015,2,2.0,0.005917159763313609,Graham Platner Senate Race Allegations,True
centrist_heterodox,streams,75,0.0043859649122807015,2,2.0,0.005917159763313609,Brown University Mass Shooting,False
centrist_heterodox,streams,89,0.0043859649122807015,2,2.0,0.005917159763313609,Kash Patel and FBI Controversies,True
centrist_heterodox,streams,116,0.0043859649122807015,2,2.0,0.005917159763313609,TikTok Censorship and Politics,True
centrist_heterodox,streams,145,0.0043859649122807015,2,2.0,0.005917159763313609,Trump Ballroom Construction Controversy,True
centrist_heterodox,streams,161,0.0043859649122807015,2,2.0,0.005917159763313609,Tulsi Gabbard Resignation and Controversies,True
centrist_heterodox,streams,174,0.0043859649122807015,2,2.0,0.005917159763313609,Knicks NBA Finals and Trump controversies,True
centrist_heterodox,streams,184,0.0043859649122807015,2,2.0,0.005917159763313609,Housing Policy and Politics,True
centrist_heterodox,streams,190,0.0043859649122807015,2,2.0,0.005917159763313609,Markwayne Mullin DHS confirmation hearing,True
centrist_heterodox,streams,195,0.0043859649122807015,2,2.0,0.005917159763313609,Trump and Natalie Harp Connection,True
centrist_heterodox,streams,204,0.0043859649122807015,2,2.0,0.005917159763313609,Political Talk Show Drama,True
centrist_heterodox,streams,218,0.0043859649122807015,2,2.0,0.005917159763313609,Epstein Files and Trump DOJ,True
centrist_heterodox,streams,226,0.0043859649122807015,2,2.0,0.005917159763313609,Trump Approval Ratings Hit Lows,True
centrist_heterodox,streams,2,0.0021929824561403508,2,1.0,0.0029585798816568047,Israel-Palestine Conflict Media,True
centrist_heterodox,streams,7,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump vs Maduro Venezuela Conflict,True
centrist_heterodox,streams,12,0.0021929824561403508,2,1.0,0.0029585798816568047,Canada-US Political Tensions,True
centrist_heterodox,streams,21,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump and Epstein Files Scandal,True
centrist_heterodox,streams,31,0.0021929824561403508,2,1.0,0.0029585798816568047,Candace Owens and Erika Kirk Controversy,True
centrist_heterodox,streams,33,0.0021929824561403508,2,1.0,0.0029585798816568047,Elon Musk and Political Influence,True
centrist_heterodox,streams,38,0.0021929824561403508,2,1.0,0.0029585798816568047,Israel-Lebanon Conflict and Ceasefire Talks,True
centrist_heterodox,streams,57,0.0021929824561403508,2,1.0,0.0029585798816568047,Supreme Court and Birthright Citizenship,True
centrist_heterodox,streams,63,0.0021929824561403508,2,1.0,0.0029585798816568047,Don Lemon Arrested,True
centrist_heterodox,streams,72,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump and FIFA World Cup controversy,True
centrist_heterodox,streams,73,0.0021929824561403508,2,1.0,0.0029585798816568047,Left Wing Political Violence,True
