month,topic_id,balanced_share,raw_n,n_groups,raw_share,label,political
2026-01,0,0.017005199983142812,729.0,298,0.024527286185317274,Iran War and Strait of Hormuz Tensions,True
2026-01,1,0.01746407113135128,261.0,298,0.00878137406634816,Shocking Events and Reactions,True
2026-01,2,0.02377994609103809,479.0,298,0.016116008343987617,Israel-Palestine Conflict Media,True
2026-01,3,0.05135581361786222,1220.0,298,0.04104703586568872,ICE Protests and Shootings,True
2026-01,4,0.020296707648545652,1489.0,298,0.050097570822959424,Ukraine-Russia War and Political Figures,True
2026-01,5,0.009437212988431355,305.0,298,0.01026175896642218,Trump Supreme Court Legal Issues,True
2026-01,6,0.008393572012305965,424.0,298,0.014265527218895095,Trump and China political relations,True
2026-01,7,0.07475351363577493,2573.0,298,0.0865688715429648,Trump vs Maduro Venezuela Conflict,True
2026-01,8,0.011744582606398069,236.0,298,0.007940246282215194,Epstein Files Political Connections,True
2026-01,9,0.007353755818863746,206.0,298,0.006930892941255635,AI and Political Concerns,True
2026-01,10,0.008520900292371573,259.0,298,0.008714083843617522,Zohran Mamdani and NYC Politics,True
2026-01,11,0.011945234569848138,178.0,298,0.005988829823026714,Hollywood and Oscars Politics,True
2026-01,12,0.004395494830565326,89.0,298,0.002994414911513357,Canada-US Political Tensions,True
2026-01,13,0.011305066828932087,141.0,298,0.004743960702509925,Modern Women and Feminism Debate,True
2026-01,14,0.0027006547696734767,98.0,298,0.003297220913801225,Pete Hegseth and Iran War,True
2026-01,15,0.005280739010218001,119.0,298,0.004003768252472915,Charlie Kirk murder trial,True
2026-01,16,0.00226715115683682,68.0,298,0.0022878675728416663,California Election Fraud Scandal,True
2026-01,17,0.00873439419970254,292.0,298,0.009824372518673036,2026 Midterm Election Predictions,True
2026-01,18,0.002204873083237916,111.0,298,0.003734607361550367,Lindsay Clancy Murder Trial,False
2026-01,19,0.007591246740897274,112.0,298,0.0037682524729156855,America's 250th Anniversary and Founding History,True
2026-01,20,0.0031136744943142886,784.0,298,0.0263777673104098,Indian Politics and Parliament,True
2026-01,21,0.012729981021906537,354.0,298,0.01191036942332279,Trump and Epstein Files Scandal,True
2026-01,22,0.011158668141763235,147.0,298,0.004945831370701837,Christian Nationalism and Politics,True
2026-01,23,0.006246875665732076,62.0,298,0.0020859969046497545,Tucker Carlson Political Commentary,True
2026-01,24,0.012107870149425446,384.0,298,0.012919722764282349,Trump Meltdowns and Collapses,True
2026-01,25,0.007460319755369623,241.0,298,0.008108471839041786,Immigration and Deportation Policies,True
2026-01,26,0.0015923084383667801,44.0,298,0.0014803849000740192,White House Correspondents Dinner Shooting,True
2026-01,27,0.009245227706693006,440.0,298,0.014803849000740192,Trump and Greenland politics,True
2026-01,28,0.0021916744651473124,57.0,298,0.0019177713478231613,UK PM Keir Starmer Resignation Calls,True
2026-01,29,0.001582083812200503,101.0,298,0.0033981562478971805,Cuba-US Political Tensions,True
2026-01,30,0.001997692067116896,75.0,298,0.0025233833523988962,Pam Bondi and Epstein Files Scandal,True
2026-01,31,0.012511888209450305,149.0,298,0.005013121593432474,Candace Owens and Erika Kirk Controversy,True
2026-01,32,0.0005521567766560913,58.0,298,0.0019514164591884799,Artemis II Moon Mission Updates,False
2026-01,33,0.0032172408139702897,131.0,298,0.004407509588856739,Elon Musk and Political Influence,True
2026-01,34,0.002914492912339448,131.0,298,0.004407509588856739,Fox News and Trump on Air Conflicts,True
2026-01,35,0.0008664366900357209,30.0,298,0.0010093533409595585,Lindsey Graham's Funeral and Legacy,True
2026-01,36,0.004578170069894337,143.0,298,0.0048112509252405625,JD Vance and Trump Political Conflict,True
2026-01,37,0.007789345032439973,112.0,298,0.0037682524729156855,Islam and Political Discourse,True
2026-01,38,0.0011564031949734897,143.0,298,0.0048112509252405625,Israel-Lebanon Conflict and Ceasefire Talks,True
2026-01,39,0.0020413181996444714,104.0,298,0.0034990915819931366,Trump and Rising Energy Prices,True
2026-01,40,0.007230553587973302,190.0,298,0.006392571159410537,Trump's speeches and events,True
2026-01,41,0.004945156095616446,157.0,298,0.005282282484355023,Big Pharma and Health Scams,True
2026-01,42,0.008539675721591745,193.0,298,0.006493506493506494,War and Military Analysis,True
2026-01,43,0.004472572272336604,150.0,298,0.0050467667047977924,Trump slush fund scandal,True
2026-01,44,0.002950461665485252,100.0,298,0.003364511136531862,Trump State of the Union Address,True
2026-01,45,0.003454598901715757,106.0,298,0.0035663818047237737,Kristi Noem Firing by Trump,True
2026-01,46,0.007719715599300368,165.0,298,0.0055514433752775726,MAGA Movement Decline,True
2026-01,47,0.0023060837732329703,52.0,298,0.0017495457909965683,UFO Government Disclosure,True
2026-01,48,0.0026907683622993633,23.0,298,0.0007738375614023283,Hasanabi Reacts to Hasan,True
2026-01,49,0.016803909714657003,120.0,298,0.004037413363838234,Race and Politics in Media,True
2026-01,50,0.0009741603999438515,46.0,298,0.0015476751228046565,Texas Senate race and political figures,True
2026-01,51,0.011915758381257439,319.0,298,0.01073279052553664,Minneapolis political unrest and federal response,True
2026-01,52,0.00046672503506151356,10.0,298,0.0003364511136531862,Fauci Senate Testimony Controversy,True
2026-01,53,0.0005360020510829877,8.0,298,0.00026916089092254896,Graham Platner Senate Race Allegations,True
2026-01,54,0.003336062239772964,33.0,298,0.0011102886750555144,Destiny and Ethan Klein debates,False
2026-01,55,0.0018307850060704383,76.0,298,0.0025570284637642152,UK politics and Reform UK,True
2026-01,56,0.00119119380863315,89.0,298,0.002994414911513357,Nancy Guthrie Disappearance Investigation,False
2026-01,57,0.001829822915189357,29.0,298,0.0009757082295942399,Supreme Court and Birthright Citizenship,True
2026-01,58,0.013365680384704495,332.0,298,0.011170176973285782,Somali fraud scandal in Minnesota,True
2026-01,59,0.017854647973266625,117.0,298,0.003936478029742278,Iran Conflict and Political Updates,True
2026-01,60,0.00651454465780516,207.0,298,0.006964538052620954,Trump's War and Draft,True
2026-01,61,0.0020525938687465557,43.0,298,0.0014467397887087006,Gavin Newsom Political Controversies,True
2026-01,62,0.008539623376657611,298.0,298,0.010026243186864948,Trump Resignation and Leaks,True
2026-01,63,0.0005968298657892665,11.0,298,0.0003700962250185048,Don Lemon Arrested,True
2026-01,64,0.005040393578890407,78.0,298,0.0026243186864948523,Transgender Rights and Politics,True
2026-01,65,0.0025452101979761906,49.0,298,0.0016486104569006124,Climate and Weather Politics,True
2026-01,66,0.00028715840882368495,12.0,298,0.0004037413363838234,Todd Blanche Attorney General Confirmation,True
2026-01,67,0.005811645881344539,235.0,298,0.007906601170849875,Trump's Economic Impact,True
2026-01,68,0.0010950501055818622,19.0,298,0.0006392571159410538,9/11 Remembered 25 Years Later,True
2026-01,69,0.0005658671219322438,21.0,298,0.000706547338671691,Virginia redistricting and gerrymandering,True
2026-01,70,0.000915028458324407,44.0,298,0.0014803849000740192,Karmelo Anthony Trial Verdict,True
2026-01,71,0.003106278579272653,104.0,298,0.0034990915819931366,Marco Rubio Testifies on Iran War,True
